TipoTumor,Farmaco,Resultados
Colorectal Carcinosarcoma,LENVATINIB,0
Colorectal Carcinosarcoma,PALBOCICLIB,0
Colorectal Carcinosarcoma,TRIFLURIDINA TIPIRACILO,0
Colorectal Carcinosarcoma,IPILIMUMAB,0
Colorectal Carcinosarcoma,PAZOPANIB,0
Colorectal Carcinosarcoma,CRIZOTINIB,0
Colorectal Carcinosarcoma,TRABECTEDINA,0
Colorectal Carcinosarcoma,AVELumab,0
Colorectal Carcinosarcoma,LORLATINIB,0
Colorectal Carcinosarcoma,ENZALUTAMIDA,0
Colorectal Carcinosarcoma,AFATINIB,0
Colorectal Carcinosarcoma,CAPECITABINA,0
Colorectal Carcinosarcoma,CETUXIMAB,0
Colorectal Carcinosarcoma,PACLitaxel ALBUMINA,0
Colorectal Carcinosarcoma,AFLIBERCEPT,0
Colorectal Carcinosarcoma,SACITUZUMAB GOVITECAN,0
Colorectal Carcinosarcoma,eriBULina,0
Colorectal Carcinosarcoma,PACLITAXEL,1
Colorectal Carcinosarcoma,CLORURO DE SODIO,0
Colorectal Carcinosarcoma,ENCORAFENIB,0
Colorectal Carcinosarcoma,EVEROLIMUS,0
Colorectal Carcinosarcoma,VINORELBINA,0
Colorectal Carcinosarcoma,PEMETREXED,0
Colorectal Carcinosarcoma,BINIMETINIB,0
Colorectal Carcinosarcoma,CARBOPLATINO,1
Colorectal Carcinosarcoma,ABIRATERONA,0
Colorectal Carcinosarcoma,DENOSUMAB,0
Colorectal Carcinosarcoma,EVEROLIMUS,0
Colorectal Carcinosarcoma,FILGRASTIM,0
Colorectal Carcinosarcoma,FLUOROURACILO,1
Colorectal Carcinosarcoma,DOXORUBICINA,0
Colorectal Carcinosarcoma,GEMCITABINA,0
Colorectal Carcinosarcoma,REGORAFENIB,0
Colorectal Carcinosarcoma,SELPERCATINIB,0
Colorectal Carcinosarcoma,REMDESIVIR,0
Colorectal Carcinosarcoma,ENOXAPARINA,0
Colorectal Carcinosarcoma,IRINOTECAN,0
Colorectal Carcinosarcoma,NINTEDANIB,0
Colorectal Carcinosarcoma,PLERIXAFOR,0
Colorectal Carcinosarcoma,ALPELISIB,0
Colorectal Carcinosarcoma,RUCAPARIB,0
Colorectal Carcinosarcoma,ALBÚMINA,0
Colorectal Carcinosarcoma,TEMOZOLOMIDA,0
Colorectal Carcinosarcoma,OXALIPLATINO,0
Colorectal Carcinosarcoma,SOTORASIB,0
Pancreatic Dysplasia,PEMBROlizumab,0
Pancreatic Dysplasia,OSIMERTINIB,0
Pancreatic Dysplasia,NIVOlumab,0
Pancreatic Dysplasia,ABEMACICLIB,0
Pancreatic Dysplasia,EMTANSINA TRASTUZUMAB,0
Pancreatic Dysplasia,PERTuzumab,0
Pancreatic Dysplasia,PANItumumab,0
Pancreatic Dysplasia,ALECTINIB,0
Pancreatic Dysplasia,DABRAFENIB,0
Pancreatic Dysplasia,NIRAPARIB,0
Pancreatic Dysplasia,TRASTuzumab,1
Pancreatic Dysplasia,CABOZANTINIB,0
Pancreatic Dysplasia,DERUXTECAN TRASTUZUMAB,0
Pancreatic Dysplasia,RAMUCIRUMAB,0
Pancreatic Dysplasia,ATEZOlizumab,0
Pancreatic Dysplasia,BEVACIZUMAB,0
Pancreatic Dysplasia,OLAPARIB,0
Pancreatic Dysplasia,TRAMETINIB,0
Pancreatic Dysplasia,RIBOCICLIB,0
Pancreatic Dysplasia,DURVALUMAB,0
Pancreatic Dysplasia,LENVATINIB,0
Pancreatic Dysplasia,PALBOCICLIB,0
Pancreatic Dysplasia,TRIFLURIDINA TIPIRACILO,0
Pancreatic Dysplasia,IPILIMUMAB,0
Pancreatic Dysplasia,PAZOPANIB,0
Pancreatic Dysplasia,CRIZOTINIB,0
Pancreatic Dysplasia,TRABECTEDINA,0
Pancreatic Dysplasia,AVELumab,0
Pancreatic Dysplasia,LORLATINIB,0
Pancreatic Dysplasia,ENZALUTAMIDA,0
Pancreatic Dysplasia,AFATINIB,0
Pancreatic Dysplasia,CAPECITABINA,1
Pancreatic Dysplasia,CETUXIMAB,0
Pancreatic Dysplasia,PACLitaxel ALBUMINA,0
Pancreatic Dysplasia,AFLIBERCEPT,0
Pancreatic Dysplasia,SACITUZUMAB GOVITECAN,0
Pancreatic Dysplasia,eriBULina,0
Pancreatic Dysplasia,PACLITAXEL,0
Pancreatic Dysplasia,CLORURO DE SODIO,0
Pancreatic Dysplasia,ENCORAFENIB,0
Pancreatic Dysplasia,EVEROLIMUS,0
Pancreatic Dysplasia,VINORELBINA,0
Pancreatic Dysplasia,PEMETREXED,0
Pancreatic Dysplasia,BINIMETINIB,0
Pancreatic Dysplasia,CARBOPLATINO,0
Pancreatic Dysplasia,ABIRATERONA,0
Pancreatic Dysplasia,DENOSUMAB,0
Pancreatic Dysplasia,EVEROLIMUS,0
Pancreatic Dysplasia,FILGRASTIM,0
Pancreatic Dysplasia,FLUOROURACILO,1
Pancreatic Dysplasia,DOXORUBICINA,0
Pancreatic Dysplasia,GEMCITABINA,5
Pancreatic Dysplasia,REGORAFENIB,0
Pancreatic Dysplasia,SELPERCATINIB,0
Pancreatic Dysplasia,REMDESIVIR,0
Pancreatic Dysplasia,ENOXAPARINA,0
Pancreatic Dysplasia,IRINOTECAN,2
Pancreatic Dysplasia,NINTEDANIB,0
Pancreatic Dysplasia,PLERIXAFOR,0
Pancreatic Dysplasia,ALPELISIB,0
Pancreatic Dysplasia,RUCAPARIB,0
Pancreatic Dysplasia,ALBÚMINA,0
Pancreatic Dysplasia,TEMOZOLOMIDA,0
Pancreatic Dysplasia,OXALIPLATINO,1
Pancreatic Dysplasia,SOTORASIB,0
Colorectal Sarcoma,PEMBROlizumab,5
Colorectal Sarcoma,OSIMERTINIB,0
Colorectal Sarcoma,NIVOlumab,2
Colorectal Sarcoma,ABEMACICLIB,0
Colorectal Sarcoma,EMTANSINA TRASTUZUMAB,0
Colorectal Sarcoma,PERTuzumab,1
Colorectal Sarcoma,PANItumumab,59
Colorectal Sarcoma,ALECTINIB,1
Colorectal Sarcoma,DABRAFENIB,3
Colorectal Sarcoma,NIRAPARIB,1
Colorectal Sarcoma,TRASTuzumab,5
Colorectal Sarcoma,CABOZANTINIB,1
Colorectal Sarcoma,DERUXTECAN TRASTUZUMAB,1
Colorectal Sarcoma,RAMUCIRUMAB,2
Colorectal Sarcoma,ATEZOlizumab,0
Colorectal Sarcoma,BEVACIZUMAB,52
Colorectal Sarcoma,OLAPARIB,0
Colorectal Sarcoma,TRAMETINIB,4
Colorectal Sarcoma,RIBOCICLIB,0
Colorectal Sarcoma,DURVALUMAB,0
Colorectal Sarcoma,LENVATINIB,0
Colorectal Sarcoma,PALBOCICLIB,1
Colorectal Sarcoma,TRIFLURIDINA TIPIRACILO,5
Colorectal Sarcoma,IPILIMUMAB,2
Colorectal Sarcoma,PAZOPANIB,5
Colorectal Sarcoma,CRIZOTINIB,4
Colorectal Sarcoma,TRABECTEDINA,1
Colorectal Sarcoma,AVELumab,1
Colorectal Sarcoma,LORLATINIB,0
Colorectal Sarcoma,ENZALUTAMIDA,0
Colorectal Sarcoma,AFATINIB,1
Colorectal Sarcoma,CAPECITABINA,11
Colorectal Sarcoma,CETUXIMAB,91
Colorectal Sarcoma,PACLitaxel ALBUMINA,0
Colorectal Sarcoma,AFLIBERCEPT,4
Colorectal Sarcoma,SACITUZUMAB GOVITECAN,0
Colorectal Sarcoma,eriBULina,0
Colorectal Sarcoma,PACLITAXEL,10
Colorectal Sarcoma,CLORURO DE SODIO,0
Colorectal Sarcoma,ENCORAFENIB,1
Colorectal Sarcoma,EVEROLIMUS,1
Colorectal Sarcoma,VINORELBINA,1
Colorectal Sarcoma,PEMETREXED,0
Colorectal Sarcoma,BINIMETINIB,1
Colorectal Sarcoma,CARBOPLATINO,1
Colorectal Sarcoma,ABIRATERONA,0
Colorectal Sarcoma,DENOSUMAB,0
Colorectal Sarcoma,EVEROLIMUS,1
Colorectal Sarcoma,FILGRASTIM,1
Colorectal Sarcoma,FLUOROURACILO,85
Colorectal Sarcoma,DOXORUBICINA,39
Colorectal Sarcoma,GEMCITABINA,3
Colorectal Sarcoma,REGORAFENIB,18
Colorectal Sarcoma,SELPERCATINIB,2
Colorectal Sarcoma,REMDESIVIR,0
Colorectal Sarcoma,ENOXAPARINA,0
Colorectal Sarcoma,IRINOTECAN,58
Colorectal Sarcoma,NINTEDANIB,0
Colorectal Sarcoma,PLERIXAFOR,0
Colorectal Sarcoma,ALPELISIB,0
Colorectal Sarcoma,RUCAPARIB,0
Colorectal Sarcoma,ALBÚMINA,0
Colorectal Sarcoma,TEMOZOLOMIDA,1
Colorectal Sarcoma,OXALIPLATINO,56
Colorectal Sarcoma,SOTORASIB,12
Esophageal Carcinoma In Situ,PEMBROlizumab,0
Esophageal Carcinoma In Situ,OSIMERTINIB,0
Esophageal Carcinoma In Situ,NIVOlumab,0
Esophageal Carcinoma In Situ,ABEMACICLIB,0
Esophageal Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Esophageal Carcinoma In Situ,PERTuzumab,1
Esophageal Carcinoma In Situ,PANItumumab,0
Esophageal Carcinoma In Situ,ALECTINIB,1
Esophageal Carcinoma In Situ,DABRAFENIB,0
Esophageal Carcinoma In Situ,NIRAPARIB,0
Esophageal Carcinoma In Situ,TRASTuzumab,13
Esophageal Carcinoma In Situ,CABOZANTINIB,0
Esophageal Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,0
Esophageal Carcinoma In Situ,RAMUCIRUMAB,0
Esophageal Carcinoma In Situ,ATEZOlizumab,0
Esophageal Carcinoma In Situ,BEVACIZUMAB,0
Esophageal Carcinoma In Situ,OLAPARIB,0
Esophageal Carcinoma In Situ,TRAMETINIB,0
Esophageal Carcinoma In Situ,RIBOCICLIB,0
Esophageal Carcinoma In Situ,DURVALUMAB,0
Esophageal Carcinoma In Situ,LENVATINIB,0
Esophageal Carcinoma In Situ,PALBOCICLIB,0
Esophageal Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,0
Esophageal Carcinoma In Situ,IPILIMUMAB,0
Esophageal Carcinoma In Situ,PAZOPANIB,0
Esophageal Carcinoma In Situ,CRIZOTINIB,2
Esophageal Carcinoma In Situ,TRABECTEDINA,0
Esophageal Carcinoma In Situ,AVELumab,0
Esophageal Carcinoma In Situ,LORLATINIB,0
Esophageal Carcinoma In Situ,ENZALUTAMIDA,0
Esophageal Carcinoma In Situ,AFATINIB,0
Esophageal Carcinoma In Situ,CAPECITABINA,1
Esophageal Carcinoma In Situ,CETUXIMAB,3
Esophageal Carcinoma In Situ,PACLitaxel ALBUMINA,0
Esophageal Carcinoma In Situ,AFLIBERCEPT,0
Esophageal Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Esophageal Carcinoma In Situ,eriBULina,0
Esophageal Carcinoma In Situ,PACLITAXEL,6
Esophageal Carcinoma In Situ,CLORURO DE SODIO,0
Esophageal Carcinoma In Situ,ENCORAFENIB,0
Esophageal Carcinoma In Situ,EVEROLIMUS,0
Esophageal Carcinoma In Situ,VINORELBINA,0
Esophageal Carcinoma In Situ,PEMETREXED,0
Esophageal Carcinoma In Situ,BINIMETINIB,0
Esophageal Carcinoma In Situ,CARBOPLATINO,3
Esophageal Carcinoma In Situ,ABIRATERONA,0
Esophageal Carcinoma In Situ,DENOSUMAB,0
Esophageal Carcinoma In Situ,EVEROLIMUS,0
Esophageal Carcinoma In Situ,FILGRASTIM,0
Esophageal Carcinoma In Situ,FLUOROURACILO,14
Esophageal Carcinoma In Situ,DOXORUBICINA,0
Esophageal Carcinoma In Situ,GEMCITABINA,1
Esophageal Carcinoma In Situ,REGORAFENIB,0
Esophageal Carcinoma In Situ,SELPERCATINIB,0
Esophageal Carcinoma In Situ,REMDESIVIR,0
Esophageal Carcinoma In Situ,ENOXAPARINA,0
Esophageal Carcinoma In Situ,IRINOTECAN,2
Esophageal Carcinoma In Situ,NINTEDANIB,0
Esophageal Carcinoma In Situ,PLERIXAFOR,0
Esophageal Carcinoma In Situ,ALPELISIB,0
Esophageal Carcinoma In Situ,RUCAPARIB,0
Esophageal Carcinoma In Situ,ALBÚMINA,0
Esophageal Carcinoma In Situ,TEMOZOLOMIDA,1
Esophageal Carcinoma In Situ,OXALIPLATINO,1
Esophageal Carcinoma In Situ,SOTORASIB,0
Ampullary Dysplasia,PEMBROlizumab,0
Ampullary Dysplasia,OSIMERTINIB,0
Ampullary Dysplasia,NIVOlumab,0
Ampullary Dysplasia,ABEMACICLIB,0
Ampullary Dysplasia,EMTANSINA TRASTUZUMAB,0
Ampullary Dysplasia,PERTuzumab,0
Ampullary Dysplasia,PANItumumab,0
Ampullary Dysplasia,ALECTINIB,0
Ampullary Dysplasia,DABRAFENIB,0
Ampullary Dysplasia,NIRAPARIB,0
Ampullary Dysplasia,TRASTuzumab,0
Ampullary Dysplasia,CABOZANTINIB,0
Ampullary Dysplasia,DERUXTECAN TRASTUZUMAB,0
Ampullary Dysplasia,RAMUCIRUMAB,0
Ampullary Dysplasia,ATEZOlizumab,0
Ampullary Dysplasia,BEVACIZUMAB,0
Ampullary Dysplasia,OLAPARIB,0
Ampullary Dysplasia,TRAMETINIB,0
Ampullary Dysplasia,RIBOCICLIB,0
Ampullary Dysplasia,DURVALUMAB,0
Ampullary Dysplasia,LENVATINIB,0
Ampullary Dysplasia,PALBOCICLIB,0
Ampullary Dysplasia,TRIFLURIDINA TIPIRACILO,0
Ampullary Dysplasia,IPILIMUMAB,0
Ampullary Dysplasia,PAZOPANIB,0
Ampullary Dysplasia,CRIZOTINIB,0
Ampullary Dysplasia,TRABECTEDINA,0
Ampullary Dysplasia,AVELumab,0
Ampullary Dysplasia,LORLATINIB,0
Ampullary Dysplasia,ENZALUTAMIDA,0
Ampullary Dysplasia,AFATINIB,0
Ampullary Dysplasia,CAPECITABINA,0
Ampullary Dysplasia,CETUXIMAB,0
Ampullary Dysplasia,PACLitaxel ALBUMINA,0
Ampullary Dysplasia,AFLIBERCEPT,0
Ampullary Dysplasia,SACITUZUMAB GOVITECAN,0
Ampullary Dysplasia,eriBULina,0
Ampullary Dysplasia,PACLITAXEL,0
Ampullary Dysplasia,CLORURO DE SODIO,0
Ampullary Dysplasia,ENCORAFENIB,0
Ampullary Dysplasia,EVEROLIMUS,0
Ampullary Dysplasia,VINORELBINA,0
Ampullary Dysplasia,PEMETREXED,0
Ampullary Dysplasia,BINIMETINIB,0
Ampullary Dysplasia,CARBOPLATINO,0
Ampullary Dysplasia,ABIRATERONA,0
Ampullary Dysplasia,DENOSUMAB,0
Ampullary Dysplasia,EVEROLIMUS,0
Ampullary Dysplasia,FILGRASTIM,0
Ampullary Dysplasia,FLUOROURACILO,0
Ampullary Dysplasia,DOXORUBICINA,0
Ampullary Dysplasia,GEMCITABINA,1
Ampullary Dysplasia,REGORAFENIB,0
Ampullary Dysplasia,SELPERCATINIB,0
Ampullary Dysplasia,REMDESIVIR,0
Ampullary Dysplasia,ENOXAPARINA,0
Ampullary Dysplasia,IRINOTECAN,0
Ampullary Dysplasia,NINTEDANIB,0
Ampullary Dysplasia,PLERIXAFOR,0
Ampullary Dysplasia,ALPELISIB,0
Ampullary Dysplasia,RUCAPARIB,0
Ampullary Dysplasia,ALBÚMINA,0
Ampullary Dysplasia,TEMOZOLOMIDA,0
Ampullary Dysplasia,OXALIPLATINO,0
Ampullary Dysplasia,SOTORASIB,0
Gastrointestinal Dysplastic Polyp,PEMBROlizumab,0
Gastrointestinal Dysplastic Polyp,OSIMERTINIB,0
Gastrointestinal Dysplastic Polyp,NIVOlumab,0
Gastrointestinal Dysplastic Polyp,ABEMACICLIB,0
Gastrointestinal Dysplastic Polyp,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Dysplastic Polyp,PERTuzumab,0
Gastrointestinal Dysplastic Polyp,PANItumumab,0
Gastrointestinal Dysplastic Polyp,ALECTINIB,0
Gastrointestinal Dysplastic Polyp,DABRAFENIB,0
Gastrointestinal Dysplastic Polyp,NIRAPARIB,0
Gastrointestinal Dysplastic Polyp,TRASTuzumab,0
Gastrointestinal Dysplastic Polyp,CABOZANTINIB,0
Gastrointestinal Dysplastic Polyp,DERUXTECAN TRASTUZUMAB,0
Gastrointestinal Dysplastic Polyp,RAMUCIRUMAB,0
Gastrointestinal Dysplastic Polyp,ATEZOlizumab,0
Gastrointestinal Dysplastic Polyp,BEVACIZUMAB,1
Gastrointestinal Dysplastic Polyp,OLAPARIB,0
Gastrointestinal Dysplastic Polyp,TRAMETINIB,0
Gastrointestinal Dysplastic Polyp,RIBOCICLIB,0
Gastrointestinal Dysplastic Polyp,DURVALUMAB,0
Gastrointestinal Dysplastic Polyp,LENVATINIB,0
Gastrointestinal Dysplastic Polyp,PALBOCICLIB,0
Gastrointestinal Dysplastic Polyp,TRIFLURIDINA TIPIRACILO,0
Gastrointestinal Dysplastic Polyp,IPILIMUMAB,0
Gastrointestinal Dysplastic Polyp,PAZOPANIB,0
Gastrointestinal Dysplastic Polyp,CRIZOTINIB,0
Gastrointestinal Dysplastic Polyp,TRABECTEDINA,0
Gastrointestinal Dysplastic Polyp,AVELumab,0
Gastrointestinal Dysplastic Polyp,LORLATINIB,0
Gastrointestinal Dysplastic Polyp,ENZALUTAMIDA,0
Gastrointestinal Dysplastic Polyp,AFATINIB,0
Gastrointestinal Dysplastic Polyp,CAPECITABINA,0
Gastrointestinal Dysplastic Polyp,CETUXIMAB,1
Gastrointestinal Dysplastic Polyp,PACLitaxel ALBUMINA,0
Gastrointestinal Dysplastic Polyp,AFLIBERCEPT,0
Gastrointestinal Dysplastic Polyp,SACITUZUMAB GOVITECAN,0
Gastrointestinal Dysplastic Polyp,eriBULina,0
Gastrointestinal Dysplastic Polyp,PACLITAXEL,0
Gastrointestinal Dysplastic Polyp,CLORURO DE SODIO,0
Gastrointestinal Dysplastic Polyp,ENCORAFENIB,0
Gastrointestinal Dysplastic Polyp,EVEROLIMUS,0
Gastrointestinal Dysplastic Polyp,VINORELBINA,0
Gastrointestinal Dysplastic Polyp,PEMETREXED,0
Gastrointestinal Dysplastic Polyp,BINIMETINIB,0
Gastrointestinal Dysplastic Polyp,CARBOPLATINO,0
Gastrointestinal Dysplastic Polyp,ABIRATERONA,0
Gastrointestinal Dysplastic Polyp,DENOSUMAB,0
Gastrointestinal Dysplastic Polyp,EVEROLIMUS,0
Gastrointestinal Dysplastic Polyp,FILGRASTIM,0
Gastrointestinal Dysplastic Polyp,FLUOROURACILO,0
Gastrointestinal Dysplastic Polyp,DOXORUBICINA,0
Gastrointestinal Dysplastic Polyp,GEMCITABINA,0
Gastrointestinal Dysplastic Polyp,REGORAFENIB,0
Gastrointestinal Dysplastic Polyp,SELPERCATINIB,0
Gastrointestinal Dysplastic Polyp,REMDESIVIR,0
Gastrointestinal Dysplastic Polyp,ENOXAPARINA,0
Gastrointestinal Dysplastic Polyp,IRINOTECAN,0
Gastrointestinal Dysplastic Polyp,NINTEDANIB,0
Gastrointestinal Dysplastic Polyp,PLERIXAFOR,0
Gastrointestinal Dysplastic Polyp,ALPELISIB,0
Gastrointestinal Dysplastic Polyp,RUCAPARIB,0
Gastrointestinal Dysplastic Polyp,ALBÚMINA,0
Gastrointestinal Dysplastic Polyp,TEMOZOLOMIDA,0
Gastrointestinal Dysplastic Polyp,OXALIPLATINO,0
Gastrointestinal Dysplastic Polyp,SOTORASIB,0
Colorectal Carcinoma In Situ,PEMBROlizumab,3
Colorectal Carcinoma In Situ,OSIMERTINIB,0
Colorectal Carcinoma In Situ,NIVOlumab,2
Colorectal Carcinoma In Situ,ABEMACICLIB,0
Colorectal Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Colorectal Carcinoma In Situ,PERTuzumab,5
Colorectal Carcinoma In Situ,PANItumumab,20
Colorectal Carcinoma In Situ,ALECTINIB,0
Colorectal Carcinoma In Situ,DABRAFENIB,0
Colorectal Carcinoma In Situ,NIRAPARIB,0
Colorectal Carcinoma In Situ,TRASTuzumab,22
Colorectal Carcinoma In Situ,CABOZANTINIB,1
Colorectal Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,3
Colorectal Carcinoma In Situ,RAMUCIRUMAB,0
Colorectal Carcinoma In Situ,ATEZOlizumab,2
Colorectal Carcinoma In Situ,BEVACIZUMAB,24
Colorectal Carcinoma In Situ,OLAPARIB,0
Colorectal Carcinoma In Situ,TRAMETINIB,0
Colorectal Carcinoma In Situ,RIBOCICLIB,0
Colorectal Carcinoma In Situ,DURVALUMAB,0
Colorectal Carcinoma In Situ,LENVATINIB,0
Colorectal Carcinoma In Situ,PALBOCICLIB,0
Colorectal Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,3
Colorectal Carcinoma In Situ,IPILIMUMAB,0
Colorectal Carcinoma In Situ,PAZOPANIB,0
Colorectal Carcinoma In Situ,CRIZOTINIB,9
Colorectal Carcinoma In Situ,TRABECTEDINA,0
Colorectal Carcinoma In Situ,AVELumab,0
Colorectal Carcinoma In Situ,LORLATINIB,0
Colorectal Carcinoma In Situ,ENZALUTAMIDA,0
Colorectal Carcinoma In Situ,AFATINIB,1
Colorectal Carcinoma In Situ,CAPECITABINA,15
Colorectal Carcinoma In Situ,CETUXIMAB,58
Colorectal Carcinoma In Situ,PACLitaxel ALBUMINA,0
Colorectal Carcinoma In Situ,AFLIBERCEPT,0
Colorectal Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Colorectal Carcinoma In Situ,eriBULina,0
Colorectal Carcinoma In Situ,PACLITAXEL,7
Colorectal Carcinoma In Situ,CLORURO DE SODIO,0
Colorectal Carcinoma In Situ,ENCORAFENIB,0
Colorectal Carcinoma In Situ,EVEROLIMUS,0
Colorectal Carcinoma In Situ,VINORELBINA,0
Colorectal Carcinoma In Situ,PEMETREXED,5
Colorectal Carcinoma In Situ,BINIMETINIB,0
Colorectal Carcinoma In Situ,CARBOPLATINO,2
Colorectal Carcinoma In Situ,ABIRATERONA,0
Colorectal Carcinoma In Situ,DENOSUMAB,0
Colorectal Carcinoma In Situ,EVEROLIMUS,0
Colorectal Carcinoma In Situ,FILGRASTIM,0
Colorectal Carcinoma In Situ,FLUOROURACILO,116
Colorectal Carcinoma In Situ,DOXORUBICINA,27
Colorectal Carcinoma In Situ,GEMCITABINA,4
Colorectal Carcinoma In Situ,REGORAFENIB,4
Colorectal Carcinoma In Situ,SELPERCATINIB,0
Colorectal Carcinoma In Situ,REMDESIVIR,0
Colorectal Carcinoma In Situ,ENOXAPARINA,0
Colorectal Carcinoma In Situ,IRINOTECAN,42
Colorectal Carcinoma In Situ,NINTEDANIB,0
Colorectal Carcinoma In Situ,PLERIXAFOR,0
Colorectal Carcinoma In Situ,ALPELISIB,0
Colorectal Carcinoma In Situ,RUCAPARIB,0
Colorectal Carcinoma In Situ,ALBÚMINA,0
Colorectal Carcinoma In Situ,TEMOZOLOMIDA,3
Colorectal Carcinoma In Situ,OXALIPLATINO,46
Colorectal Carcinoma In Situ,SOTORASIB,0
Duodenal Dysplasia,PEMBROlizumab,0
Duodenal Dysplasia,OSIMERTINIB,0
Duodenal Dysplasia,NIVOlumab,0
Duodenal Dysplasia,ABEMACICLIB,0
Duodenal Dysplasia,EMTANSINA TRASTUZUMAB,0
Duodenal Dysplasia,PERTuzumab,0
Duodenal Dysplasia,PANItumumab,0
Duodenal Dysplasia,ALECTINIB,0
Duodenal Dysplasia,DABRAFENIB,0
Duodenal Dysplasia,NIRAPARIB,0
Duodenal Dysplasia,TRASTuzumab,0
Duodenal Dysplasia,CABOZANTINIB,0
Duodenal Dysplasia,DERUXTECAN TRASTUZUMAB,0
Duodenal Dysplasia,RAMUCIRUMAB,0
Duodenal Dysplasia,ATEZOlizumab,0
Duodenal Dysplasia,BEVACIZUMAB,0
Duodenal Dysplasia,OLAPARIB,0
Duodenal Dysplasia,TRAMETINIB,0
Duodenal Dysplasia,RIBOCICLIB,0
Duodenal Dysplasia,DURVALUMAB,0
Duodenal Dysplasia,LENVATINIB,0
Duodenal Dysplasia,PALBOCICLIB,0
Duodenal Dysplasia,TRIFLURIDINA TIPIRACILO,0
Duodenal Dysplasia,IPILIMUMAB,0
Duodenal Dysplasia,PAZOPANIB,0
Duodenal Dysplasia,CRIZOTINIB,0
Duodenal Dysplasia,TRABECTEDINA,0
Duodenal Dysplasia,AVELumab,0
Duodenal Dysplasia,LORLATINIB,0
Duodenal Dysplasia,ENZALUTAMIDA,0
Duodenal Dysplasia,AFATINIB,0
Duodenal Dysplasia,CAPECITABINA,0
Duodenal Dysplasia,CETUXIMAB,0
Duodenal Dysplasia,PACLitaxel ALBUMINA,0
Duodenal Dysplasia,AFLIBERCEPT,0
Duodenal Dysplasia,SACITUZUMAB GOVITECAN,0
Duodenal Dysplasia,eriBULina,0
Duodenal Dysplasia,PACLITAXEL,0
Duodenal Dysplasia,CLORURO DE SODIO,0
Duodenal Dysplasia,ENCORAFENIB,0
Duodenal Dysplasia,EVEROLIMUS,0
Duodenal Dysplasia,VINORELBINA,0
Duodenal Dysplasia,PEMETREXED,0
Duodenal Dysplasia,BINIMETINIB,0
Duodenal Dysplasia,CARBOPLATINO,0
Duodenal Dysplasia,ABIRATERONA,0
Duodenal Dysplasia,DENOSUMAB,0
Duodenal Dysplasia,EVEROLIMUS,0
Duodenal Dysplasia,FILGRASTIM,0
Duodenal Dysplasia,FLUOROURACILO,1
Duodenal Dysplasia,DOXORUBICINA,0
Duodenal Dysplasia,GEMCITABINA,0
Duodenal Dysplasia,REGORAFENIB,0
Duodenal Dysplasia,SELPERCATINIB,0
Duodenal Dysplasia,REMDESIVIR,0
Duodenal Dysplasia,ENOXAPARINA,0
Duodenal Dysplasia,IRINOTECAN,0
Duodenal Dysplasia,NINTEDANIB,0
Duodenal Dysplasia,PLERIXAFOR,0
Duodenal Dysplasia,ALPELISIB,0
Duodenal Dysplasia,RUCAPARIB,0
Duodenal Dysplasia,ALBÚMINA,0
Duodenal Dysplasia,TEMOZOLOMIDA,0
Duodenal Dysplasia,OXALIPLATINO,0
Duodenal Dysplasia,SOTORASIB,0
Gastrointestinal Mucinous Adenocarcinoma,PEMBROlizumab,1
Gastrointestinal Mucinous Adenocarcinoma,OSIMERTINIB,0
Gastrointestinal Mucinous Adenocarcinoma,NIVOlumab,0
Gastrointestinal Mucinous Adenocarcinoma,ABEMACICLIB,0
Gastrointestinal Mucinous Adenocarcinoma,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Mucinous Adenocarcinoma,PERTuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,PANItumumab,4
Gastrointestinal Mucinous Adenocarcinoma,ALECTINIB,0
Gastrointestinal Mucinous Adenocarcinoma,DABRAFENIB,0
Gastrointestinal Mucinous Adenocarcinoma,NIRAPARIB,0
Gastrointestinal Mucinous Adenocarcinoma,TRASTuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,CABOZANTINIB,0
Gastrointestinal Mucinous Adenocarcinoma,DERUXTECAN TRASTUZUMAB,0
Gastrointestinal Mucinous Adenocarcinoma,RAMUCIRUMAB,1
Gastrointestinal Mucinous Adenocarcinoma,ATEZOlizumab,0
Gastrointestinal Mucinous Adenocarcinoma,BEVACIZUMAB,15
Gastrointestinal Mucinous Adenocarcinoma,OLAPARIB,0
Gastrointestinal Mucinous Adenocarcinoma,TRAMETINIB,0
Gastrointestinal Mucinous Adenocarcinoma,RIBOCICLIB,0
Gastrointestinal Mucinous Adenocarcinoma,DURVALUMAB,0
Gastrointestinal Mucinous Adenocarcinoma,LENVATINIB,0
Gastrointestinal Mucinous Adenocarcinoma,PALBOCICLIB,0
Gastrointestinal Mucinous Adenocarcinoma,TRIFLURIDINA TIPIRACILO,0
Gastrointestinal Mucinous Adenocarcinoma,IPILIMUMAB,0
