farmaco,term,count
filgrastim,MALIGNANT NEOPLASM PROGRESSION,401
filgrastim,OEDEMA PERIPHERAL,395
filgrastim,NEUTROPENIC SEPSIS,393
filgrastim,HYPERTENSION,391
filgrastim,INSOMNIA,389
filgrastim,CYTOKINE RELEASE SYNDROME,385
filgrastim,MYALGIA,378
filgrastim,DEEP VEIN THROMBOSIS,375
filgrastim,TACHYCARDIA,369
filgrastim,PLASMA CELL MYELOMA,366
filgrastim,ALANINE AMINOTRANSFERASE INCREASED,363
filgrastim,PULMONARY EMBOLISM,363
filgrastim,MYELODYSPLASTIC SYNDROME,353
filgrastim,HOSPITALISATION,352
filgrastim,EPISTAXIS,346
filgrastim,CARDIAC FAILURE,344
filgrastim,CONFUSIONAL STATE,343
filgrastim,HYPONATRAEMIA,341
filgrastim,ERYTHEMA,339
filgrastim,FALL,336
filgrastim,SYNCOPE,326
filgrastim,WHITE BLOOD CELL COUNT INCREASED,326
filgrastim,MULTIPLE ORGAN DYSFUNCTION SYNDROME,324
filgrastim,FUNGAL INFECTION,319
filgrastim,PRODUCT STORAGE ERROR,317
filgrastim,BLOOD CREATININE INCREASED,316
filgrastim,INTERSTITIAL LUNG DISEASE,309
filgrastim,COVID-19,308
filgrastim,CYTOMEGALOVIRUS INFECTION,308
filgrastim,ASPARTATE AMINOTRANSFERASE INCREASED,306
filgrastim,THROMBOSIS,297
filgrastim,VIRAL INFECTION,295
filgrastim,ABDOMINAL PAIN UPPER,294
filgrastim,COLITIS,293
filgrastim,AGRANULOCYTOSIS,291
filgrastim,RENAL IMPAIRMENT,291
fluorouracil,DIARRHOEA,7832
fluorouracil,NAUSEA,5712
fluorouracil,NEUTROPENIA,5712
fluorouracil,VOMITING,4620
fluorouracil,PYREXIA,3502
fluorouracil,FATIGUE,3457
fluorouracil,OFF LABEL USE,3348
fluorouracil,THROMBOCYTOPENIA,3300
fluorouracil,DISEASE PROGRESSION,3224
fluorouracil,NEUROPATHY PERIPHERAL,3168
fluorouracil,FEBRILE NEUTROPENIA,3161
fluorouracil,ANAEMIA,2940
fluorouracil,ASTHENIA,2871
fluorouracil,DEATH,2788
fluorouracil,DECREASED APPETITE,2387
fluorouracil,DYSPNOEA,2345
fluorouracil,ABDOMINAL PAIN,2253
fluorouracil,MUCOSAL INFLAMMATION,2221
fluorouracil,MALIGNANT NEOPLASM PROGRESSION,2176
fluorouracil,DEHYDRATION,2025
fluorouracil,LEUKOPENIA,1929
fluorouracil,STOMATITIS,1859
fluorouracil,DRUG INEFFECTIVE,1779
fluorouracil,RASH,1747
fluorouracil,GENERAL PHYSICAL HEALTH DETERIORATION,1590
fluorouracil,PULMONARY EMBOLISM,1542
fluorouracil,SEPSIS,1496
fluorouracil,HYPERTENSION,1475
fluorouracil,MALAISE,1403
fluorouracil,PNEUMONIA,1368
fluorouracil,PAIN,1347
fluorouracil,ALOPECIA,1338
fluorouracil,HYPOTENSION,1296
fluorouracil,INTERSTITIAL LUNG DISEASE,1288
fluorouracil,ACUTE KIDNEY INJURY,1281
fluorouracil,PARAESTHESIA,1218
fluorouracil,WEIGHT DECREASED,1212
fluorouracil,WHITE BLOOD CELL COUNT DECREASED,1199
fluorouracil,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1192
fluorouracil,NEUTROPHIL COUNT DECREASED,1179
fluorouracil,CONSTIPATION,1142
fluorouracil,HYPOKALAEMIA,1126
fluorouracil,CHEST PAIN,1070
fluorouracil,NEUROTOXICITY,1069
fluorouracil,ERYTHEMA,1050
fluorouracil,NEOPLASM PROGRESSION,1048
fluorouracil,DIZZINESS,1041
fluorouracil,CHILLS,1039
fluorouracil,METASTASES TO LIVER,1013
fluorouracil,PLATELET COUNT DECREASED,1011
fluorouracil,TOXICITY TO VARIOUS AGENTS,999
fluorouracil,HEADACHE,898
fluorouracil,DEEP VEIN THROMBOSIS,892
fluorouracil,HAEMOGLOBIN DECREASED,876
fluorouracil,RENAL FAILURE,874
fluorouracil,HYPERSENSITIVITY,862
fluorouracil,SEPTIC SHOCK,856
fluorouracil,BONE MARROW FAILURE,841
fluorouracil,DERMATITIS ACNEIFORM,804
fluorouracil,INFECTION,803
fluorouracil,PRODUCT USE IN UNAPPROVED INDICATION,799
fluorouracil,PANCYTOPENIA,796
fluorouracil,PRURITUS,792
fluorouracil,CONDITION AGGRAVATED,788
fluorouracil,SKIN TOXICITY,742
fluorouracil,RESPIRATORY FAILURE,736
fluorouracil,COUGH,720
fluorouracil,DYSPHAGIA,717
fluorouracil,BACK PAIN,714
fluorouracil,EPISTAXIS,711
fluorouracil,MYELOSUPPRESSION,684
fluorouracil,PLEURAL EFFUSION,679
fluorouracil,ABDOMINAL PAIN UPPER,671
fluorouracil,HYPOMAGNESAEMIA,653
fluorouracil,TACHYCARDIA,653
fluorouracil,ATRIAL FIBRILLATION,649
fluorouracil,ASCITES,647
fluorouracil,CARDIAC FAILURE,643
fluorouracil,HYPONATRAEMIA,643
fluorouracil,PROTEINURIA,623
fluorouracil,URINARY TRACT INFECTION,612
fluorouracil,METASTASES TO LUNG,609
fluorouracil,INTESTINAL OBSTRUCTION,598
fluorouracil,RENAL IMPAIRMENT,595
fluorouracil,FALL,593
fluorouracil,OEDEMA PERIPHERAL,586
fluorouracil,POLYNEUROPATHY,574
fluorouracil,BLOOD CREATININE INCREASED,560
fluorouracil,CONFUSIONAL STATE,549
fluorouracil,SYNCOPE,536
fluorouracil,HAEMATOTOXICITY,534
fluorouracil,PERIPHERAL SENSORY NEUROPATHY,534
fluorouracil,COLITIS,523
fluorouracil,CARDIOTOXICITY,514
fluorouracil,HYPOAESTHESIA,511
fluorouracil,ALANINE AMINOTRANSFERASE INCREASED,510
fluorouracil,ARTHRALGIA,510
fluorouracil,INFUSION RELATED REACTION,506
fluorouracil,HAEMORRHAGE,504
fluorouracil,LOSS OF CONSCIOUSNESS,500
doxorubicin,FEBRILE NEUTROPENIA,10127
doxorubicin,OFF LABEL USE,8261
doxorubicin,NEUTROPENIA,7372
doxorubicin,DISEASE PROGRESSION,5960
doxorubicin,ALOPECIA,5353
doxorubicin,PYREXIA,5064
doxorubicin,DRUG INEFFECTIVE,4296
doxorubicin,ANAEMIA,4250
doxorubicin,THROMBOCYTOPENIA,4242
doxorubicin,NAUSEA,4190
doxorubicin,DEATH,3789
doxorubicin,PRODUCT USE IN UNAPPROVED INDICATION,3366
doxorubicin,SEPSIS,3363
doxorubicin,PNEUMONIA,3314
doxorubicin,VOMITING,3294
doxorubicin,DIARRHOEA,3293
doxorubicin,FATIGUE,3060
doxorubicin,DYSPNOEA,2749
doxorubicin,INFECTION,2582
doxorubicin,PANCYTOPENIA,2574
doxorubicin,MUCOSAL INFLAMMATION,2471
doxorubicin,MALIGNANT NEOPLASM PROGRESSION,2437
doxorubicin,NEUROPATHY PERIPHERAL,2413
doxorubicin,PAIN,2254
doxorubicin,ASTHENIA,2137
doxorubicin,PSYCHOLOGICAL TRAUMA,2130
doxorubicin,WHITE BLOOD CELL COUNT DECREASED,1905
doxorubicin,LEUKOPENIA,1856
doxorubicin,ACUTE MYELOID LEUKAEMIA,1731
doxorubicin,SEPTIC SHOCK,1700
doxorubicin,ABDOMINAL PAIN,1673
doxorubicin,INTERSTITIAL LUNG DISEASE,1660
doxorubicin,PLATELET COUNT DECREASED,1657
doxorubicin,HYPOTENSION,1620
doxorubicin,MYELODYSPLASTIC SYNDROME,1559
doxorubicin,CARDIAC FAILURE,1526
doxorubicin,TOXICITY TO VARIOUS AGENTS,1494
doxorubicin,ANXIETY,1464
doxorubicin,NEUTROPHIL COUNT DECREASED,1464
doxorubicin,CONSTIPATION,1454
doxorubicin,RESPIRATORY FAILURE,1444
doxorubicin,DECREASED APPETITE,1404
doxorubicin,ACUTE KIDNEY INJURY,1371
doxorubicin,BONE MARROW FAILURE,1370
doxorubicin,STOMATITIS,1367
doxorubicin,PRODUCT USE ISSUE,1336
doxorubicin,GENERAL PHYSICAL HEALTH DETERIORATION,1330
doxorubicin,HAIR COLOUR CHANGES,1329
doxorubicin,HAIR TEXTURE ABNORMAL,1318
doxorubicin,PLEURAL EFFUSION,1310
doxorubicin,PULMONARY EMBOLISM,1298
doxorubicin,HAEMATOTOXICITY,1276
doxorubicin,CARDIOTOXICITY,1268
doxorubicin,NEOPLASM PROGRESSION,1257
doxorubicin,HAIR DISORDER,1252
doxorubicin,HEADACHE,1217
doxorubicin,COUGH,1205
doxorubicin,DEHYDRATION,1188
doxorubicin,EMOTIONAL DISTRESS,1187
doxorubicin,SECOND PRIMARY MALIGNANCY,1167
doxorubicin,RASH,1162
doxorubicin,MADAROSIS,1144
doxorubicin,DIFFUSE LARGE B-CELL LYMPHOMA,1113
doxorubicin,WEIGHT DECREASED,1103
doxorubicin,HAEMOGLOBIN DECREASED,1101
doxorubicin,RENAL FAILURE,1101
doxorubicin,HYPERTENSION,1079
doxorubicin,CONDITION AGGRAVATED,1049
doxorubicin,MALAISE,1036
doxorubicin,BACK PAIN,1021
doxorubicin,MYELOSUPPRESSION,989
doxorubicin,DISEASE RECURRENCE,971
doxorubicin,DIZZINESS,970
doxorubicin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,966
doxorubicin,DEEP VEIN THROMBOSIS,963
doxorubicin,EJECTION FRACTION DECREASED,954
doxorubicin,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,950
doxorubicin,ATRIAL FIBRILLATION,918
doxorubicin,TUMOUR LYSIS SYNDROME,916
doxorubicin,COVID-19,899
doxorubicin,CARDIOMYOPATHY,895
doxorubicin,BONE PAIN,892
doxorubicin,URINARY TRACT INFECTION,870
doxorubicin,PLASMA CELL MYELOMA,869
doxorubicin,HYPOKALAEMIA,862
doxorubicin,NEUTROPENIC SEPSIS,843
doxorubicin,IMPAIRED QUALITY OF LIFE,841
doxorubicin,ARTHRALGIA,840
doxorubicin,LYMPHADENOPATHY,834
doxorubicin,PNEUMONITIS,811
doxorubicin,CHILLS,797
doxorubicin,TACHYCARDIA,790
doxorubicin,INFUSION RELATED REACTION,772
doxorubicin,ALANINE AMINOTRANSFERASE INCREASED,735
doxorubicin,PNEUMOCYSTIS JIROVECII PNEUMONIA,735
doxorubicin,BLOOD LACTATE DEHYDROGENASE INCREASED,733
doxorubicin,HYPONATRAEMIA,732
doxorubicin,MULTIPLE ORGAN DYSFUNCTION SYNDROME,718
doxorubicin,HEPATITIS B,712
doxorubicin,CYTOPENIA,709
gemcitabine,DISEASE PROGRESSION,4062
gemcitabine,OFF LABEL USE,3913
gemcitabine,THROMBOCYTOPENIA,3687
gemcitabine,NEUTROPENIA,3252
gemcitabine,ANAEMIA,3150
gemcitabine,MALIGNANT NEOPLASM PROGRESSION,2933
gemcitabine,NAUSEA,2917
gemcitabine,PYREXIA,2759
gemcitabine,DEATH,2565
gemcitabine,VOMITING,2365
gemcitabine,FATIGUE,2318
gemcitabine,DIARRHOEA,2249
gemcitabine,DRUG INEFFECTIVE,2047
gemcitabine,DYSPNOEA,1874
gemcitabine,FEBRILE NEUTROPENIA,1760
gemcitabine,ASTHENIA,1699
gemcitabine,PNEUMONIA,1435
gemcitabine,ABDOMINAL PAIN,1401
gemcitabine,SEPSIS,1269
gemcitabine,PANCYTOPENIA,1232
gemcitabine,LEUKOPENIA,1194
gemcitabine,PLATELET COUNT DECREASED,1187
gemcitabine,NEUROPATHY PERIPHERAL,1167
gemcitabine,DECREASED APPETITE,1155
gemcitabine,GENERAL PHYSICAL HEALTH DETERIORATION,1132
gemcitabine,RASH,1032
gemcitabine,PULMONARY EMBOLISM,1030
gemcitabine,DEHYDRATION,1026
gemcitabine,NEOPLASM PROGRESSION,1023
gemcitabine,ACUTE KIDNEY INJURY,963
gemcitabine,PLEURAL EFFUSION,949
gemcitabine,CONSTIPATION,928
gemcitabine,PAIN,896
gemcitabine,THROMBOTIC MICROANGIOPATHY,865
gemcitabine,PRODUCT USE IN UNAPPROVED INDICATION,859
gemcitabine,OEDEMA PERIPHERAL,851
gemcitabine,HAEMOGLOBIN DECREASED,808
gemcitabine,WHITE BLOOD CELL COUNT DECREASED,798
gemcitabine,NEUTROPHIL COUNT DECREASED,716
gemcitabine,DEEP VEIN THROMBOSIS,706
gemcitabine,INFECTION,706
gemcitabine,WEIGHT DECREASED,698
gemcitabine,HYPOTENSION,696
gemcitabine,COUGH,694
gemcitabine,TOXICITY TO VARIOUS AGENTS,677
gemcitabine,HYPERTENSION,652
gemcitabine,ASCITES,651
gemcitabine,MALAISE,638
gemcitabine,MYELOSUPPRESSION,626
gemcitabine,RENAL FAILURE,616
gemcitabine,INTERSTITIAL LUNG DISEASE,613
gemcitabine,METASTASES TO LIVER,604
gemcitabine,DIZZINESS,594
gemcitabine,MUCOSAL INFLAMMATION,592
gemcitabine,ERYTHEMA,589
gemcitabine,RESPIRATORY FAILURE,570
gemcitabine,BONE MARROW FAILURE,562
gemcitabine,CHILLS,555
gemcitabine,HEADACHE,543
gemcitabine,HAEMATOTOXICITY,541
gemcitabine,URINARY TRACT INFECTION,535
gemcitabine,ALOPECIA,523
gemcitabine,PNEUMONITIS,522
gemcitabine,CONDITION AGGRAVATED,513
gemcitabine,ALANINE AMINOTRANSFERASE INCREASED,502
gemcitabine,PRURITUS,494
gemcitabine,CHEST PAIN,483
gemcitabine,SEPTIC SHOCK,483
gemcitabine,CONFUSIONAL STATE,442
gemcitabine,ASPARTATE AMINOTRANSFERASE INCREASED,438
gemcitabine,CHOLANGITIS,434
gemcitabine,HYPONATRAEMIA,434
gemcitabine,BACK PAIN,427
gemcitabine,DISEASE RECURRENCE,425
gemcitabine,PAIN IN EXTREMITY,424
gemcitabine,CARDIAC FAILURE,423
gemcitabine,EPISTAXIS,422
gemcitabine,DRUG INTOLERANCE,417
gemcitabine,TREATMENT FAILURE,412
gemcitabine,GASTROINTESTINAL HAEMORRHAGE,411
gemcitabine,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,410
gemcitabine,HYPOKALAEMIA,397
gemcitabine,BLOOD CREATININE INCREASED,396
gemcitabine,NEUTROPENIC SEPSIS,392
gemcitabine,METASTASES TO LUNG,387
gemcitabine,NEUROTOXICITY,382
gemcitabine,PARAESTHESIA,379
gemcitabine,STOMATITIS,366
gemcitabine,RENAL IMPAIRMENT,365
gemcitabine,ATRIAL FIBRILLATION,356
gemcitabine,TACHYCARDIA,351
gemcitabine,METASTASES TO BONE,349
gemcitabine,PANCREATIC CARCINOMA METASTATIC,348
gemcitabine,HYPERSENSITIVITY,346
gemcitabine,ABDOMINAL PAIN UPPER,344
gemcitabine,PANCREATIC CARCINOMA,344
gemcitabine,COLITIS,333
gemcitabine,ARTHRALGIA,332
gemcitabine,CYTOKINE RELEASE SYNDROME,321
gemcitabine,DRUG RESISTANCE,320
regorafenib,OFF LABEL USE,1852
regorafenib,FATIGUE,1619
regorafenib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1353
regorafenib,DIARRHOEA,1314
regorafenib,DECREASED APPETITE,1013
regorafenib,ASTHENIA,866
regorafenib,DEATH,771
regorafenib,DYSPHONIA,771
regorafenib,NAUSEA,743
regorafenib,PYREXIA,700
regorafenib,PAIN IN EXTREMITY,692
regorafenib,HYPERTENSION,655
regorafenib,WEIGHT DECREASED,593
regorafenib,VOMITING,524
regorafenib,RASH,518
regorafenib,PAIN,480
regorafenib,HEPATOCELLULAR CARCINOMA,471
regorafenib,NEUROPATHY PERIPHERAL,453
regorafenib,ABDOMINAL PAIN,446
regorafenib,DEHYDRATION,432
regorafenib,DYSPNOEA,423
regorafenib,BLOOD PRESSURE INCREASED,422
regorafenib,BLISTER,405
regorafenib,HEADACHE,401
regorafenib,MALAISE,385
regorafenib,CONSTIPATION,382
regorafenib,DRUG INEFFECTIVE,372
regorafenib,COLON CANCER,332
regorafenib,ABDOMINAL PAIN UPPER,330
regorafenib,GAIT DISTURBANCE,314
regorafenib,METASTASES TO LUNG,312
regorafenib,SKIN EXFOLIATION,311
regorafenib,STOMATITIS,305
regorafenib,HOSPITALISATION,301
regorafenib,COLORECTAL CANCER METASTATIC,297
regorafenib,COLORECTAL CANCER,279
regorafenib,ERYTHEMA,275
regorafenib,DISEASE PROGRESSION,264
regorafenib,BACK PAIN,263
regorafenib,METASTASES TO LIVER,256
regorafenib,BLOOD BILIRUBIN INCREASED,253
regorafenib,GENERAL PHYSICAL HEALTH DETERIORATION,250
regorafenib,PLATELET COUNT DECREASED,246
regorafenib,DRY SKIN,242
regorafenib,DIZZINESS,223
regorafenib,PERIPHERAL SWELLING,199
regorafenib,ARTHRALGIA,198
regorafenib,PNEUMONIA,193
regorafenib,ASCITES,190
regorafenib,COUGH,190
regorafenib,MUSCLE SPASMS,190
regorafenib,CONFUSIONAL STATE,183
regorafenib,ANAEMIA,179
regorafenib,HEPATIC FUNCTION ABNORMAL,173
regorafenib,HYPOAESTHESIA,163
regorafenib,ASPARTATE AMINOTRANSFERASE INCREASED,161
regorafenib,ORAL PAIN,161
regorafenib,PRODUCT USE IN UNAPPROVED INDICATION,161
regorafenib,ALOPECIA,159
regorafenib,DRY MOUTH,159
regorafenib,MALIGNANT NEOPLASM PROGRESSION,154
regorafenib,CHEST PAIN,148
regorafenib,MUCOSAL INFLAMMATION,146
regorafenib,PRURITUS,142
regorafenib,URINARY TRACT INFECTION,141
regorafenib,THROMBOCYTOPENIA,140
regorafenib,MYALGIA,139
regorafenib,HYPERKERATOSIS,138
regorafenib,JAUNDICE,136
regorafenib,ALANINE AMINOTRANSFERASE INCREASED,135
regorafenib,ADVERSE DRUG REACTION,134
regorafenib,OROPHARYNGEAL PAIN,133
regorafenib,SEPSIS,132
regorafenib,PARAESTHESIA,131
regorafenib,FALL,130
regorafenib,OEDEMA PERIPHERAL,130
regorafenib,HEPATIC FAILURE,124
regorafenib,INSOMNIA,122
regorafenib,ABDOMINAL DISTENSION,121
regorafenib,EPISTAXIS,117
regorafenib,GASTROINTESTINAL STROMAL TUMOUR,116
regorafenib,DRUG INTOLERANCE,114
regorafenib,SKIN FISSURES,109
regorafenib,LIVER DISORDER,106
regorafenib,DYSPHAGIA,105
regorafenib,RENAL IMPAIRMENT,105
regorafenib,CHILLS,104
regorafenib,HYPOTENSION,104
regorafenib,CARCINOEMBRYONIC ANTIGEN INCREASED,100
regorafenib,GAIT INABILITY,100
regorafenib,BURNING SENSATION,99
regorafenib,MUSCULAR WEAKNESS,98
regorafenib,ABDOMINAL DISCOMFORT,97
regorafenib,RECTAL CANCER,96
regorafenib,MOBILITY DECREASED,95
regorafenib,FEELING ABNORMAL,91
regorafenib,ACUTE KIDNEY INJURY,90
regorafenib,HEPATIC ENCEPHALOPATHY,90
regorafenib,RASH GENERALISED,88
regorafenib,NEUTROPENIA,86
selpercatinib,DEATH,62
selpercatinib,MALIGNANT NEOPLASM PROGRESSION,58
selpercatinib,FATIGUE,37
selpercatinib,RASH,35
selpercatinib,DIARRHOEA,30
selpercatinib,PYREXIA,26
selpercatinib,HYPERSENSITIVITY,25
selpercatinib,BLOOD CREATININE INCREASED,24
selpercatinib,COUGH,23
selpercatinib,HEPATIC FUNCTION ABNORMAL,22
selpercatinib,HYPERTENSION,22
selpercatinib,PULMONARY EMBOLISM,22
selpercatinib,ALANINE AMINOTRANSFERASE INCREASED,21
selpercatinib,ASCITES,21
selpercatinib,ASPARTATE AMINOTRANSFERASE INCREASED,20
selpercatinib,ELECTROCARDIOGRAM QT PROLONGED,20
selpercatinib,GENERAL PHYSICAL HEALTH DETERIORATION,20
selpercatinib,DRUG INEFFECTIVE,19
selpercatinib,DRY MOUTH,18
selpercatinib,HEADACHE,18
selpercatinib,URINARY TRACT INFECTION,17
selpercatinib,NAUSEA,16
selpercatinib,ASTHENIA,15
selpercatinib,INFECTION,15
selpercatinib,PLEURAL EFFUSION,15
selpercatinib,BLOOD PRESSURE INCREASED,14
selpercatinib,LIVER FUNCTION TEST INCREASED,14
selpercatinib,OEDEMA PERIPHERAL,14
selpercatinib,THROMBOCYTOPENIA,14
selpercatinib,PLATELET COUNT DECREASED,13
selpercatinib,HAEMATURIA,12
selpercatinib,HEPATIC FAILURE,12
selpercatinib,HEPATOTOXICITY,12
selpercatinib,INFLAMMATORY MARKER INCREASED,12
selpercatinib,PROTEINURIA,12
selpercatinib,FEBRILE INFECTION,11
selpercatinib,HEPATIC ENZYME INCREASED,11
selpercatinib,OFF LABEL USE,11
selpercatinib,TUMOUR ASSOCIATED FEVER,11
selpercatinib,URINARY TRACT INFECTION ENTEROCOCCAL,11
selpercatinib,VOMITING,11
selpercatinib,DECREASED APPETITE,9
selpercatinib,OEDEMA,9
selpercatinib,THERAPY INTERRUPTED,9
selpercatinib,WEIGHT DECREASED,9
selpercatinib,ABDOMINAL PAIN,8
selpercatinib,DYSPHAGIA,8
selpercatinib,NEUTROPENIA,8
selpercatinib,WEIGHT INCREASED,8
selpercatinib,ANXIETY,7
selpercatinib,COVID-19,7
selpercatinib,DISEASE PROGRESSION,7
selpercatinib,DRUG-INDUCED LIVER INJURY,7
selpercatinib,GASTROOESOPHAGEAL REFLUX DISEASE,7
selpercatinib,LIVER DISORDER,7
selpercatinib,PNEUMONIA,7
selpercatinib,ABDOMINAL DISTENSION,6
selpercatinib,ANAEMIA,6
selpercatinib,ARTHRALGIA,6
selpercatinib,CHEST PAIN,6
selpercatinib,CONSTIPATION,6
selpercatinib,CUSHING^S SYNDROME,6
selpercatinib,DEEP VEIN THROMBOSIS,6
selpercatinib,DYSPNOEA,6
selpercatinib,PARAESTHESIA,6
selpercatinib,PERICARDIAL EFFUSION,6
selpercatinib,RENAL FAILURE,6
selpercatinib,SEPSIS,6
selpercatinib,STOMATITIS,6
selpercatinib,THERAPY PARTIAL RESPONDER,6
selpercatinib,TRANSAMINASES INCREASED,6
selpercatinib,ALOPECIA,5
selpercatinib,BLOOD ALKALINE PHOSPHATASE INCREASED,5
selpercatinib,BLOOD BILIRUBIN INCREASED,5
selpercatinib,BLOOD CREATINE PHOSPHOKINASE INCREASED,5
selpercatinib,CEREBROVASCULAR ACCIDENT,5
selpercatinib,DEHYDRATION,5
selpercatinib,DIVERTICULITIS,5
selpercatinib,DRY SKIN,5
selpercatinib,DYSPHONIA,5
selpercatinib,FEMUR FRACTURE,5
selpercatinib,HOSPITALISATION,5
selpercatinib,HYPERTRANSAMINASAEMIA,5
selpercatinib,JOINT SWELLING,5
selpercatinib,MALAISE,5
selpercatinib,MEDULLARY THYROID CANCER,5
selpercatinib,NEOPLASM PROGRESSION,5
selpercatinib,PERIPHERAL SWELLING,5
selpercatinib,PNEUMONITIS,5
selpercatinib,PULMONARY OEDEMA,5
selpercatinib,SWELLING FACE,5
selpercatinib,WHITE BLOOD CELL COUNT DECREASED,5
selpercatinib,ABDOMINAL PAIN UPPER,4
selpercatinib,ACUTE KIDNEY INJURY,4
selpercatinib,CHEST DISCOMFORT,4
selpercatinib,CHYLOTHORAX,4
selpercatinib,DIZZINESS,4
selpercatinib,DRUG INTERACTION,4
selpercatinib,EPISTAXIS,4
selpercatinib,GAIT DISTURBANCE,4
remdesivir,OFF LABEL USE,1894
remdesivir,ALANINE AMINOTRANSFERASE INCREASED,1071
remdesivir,DEATH,790
remdesivir,COVID-19,782
remdesivir,ASPARTATE AMINOTRANSFERASE INCREASED,735
remdesivir,ACUTE KIDNEY INJURY,658
remdesivir,BRADYCARDIA,640
remdesivir,DRUG INEFFECTIVE,579
remdesivir,RESPIRATORY FAILURE,472
remdesivir,LIVER FUNCTION TEST INCREASED,465
remdesivir,COVID-19 PNEUMONIA,453
remdesivir,BLOOD CREATININE INCREASED,364
remdesivir,CONDITION AGGRAVATED,307
remdesivir,PNEUMONIA,291
remdesivir,HYPOTENSION,286
remdesivir,HYPOXIA,265
remdesivir,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,258
remdesivir,CARDIAC ARREST,257
remdesivir,SEPTIC SHOCK,255
remdesivir,RENAL IMPAIRMENT,254
remdesivir,DYSPNOEA,244
remdesivir,HEPATIC ENZYME INCREASED,228
remdesivir,THERAPY CESSATION,224
remdesivir,OXYGEN SATURATION DECREASED,215
remdesivir,MULTIPLE ORGAN DYSFUNCTION SYNDROME,214
remdesivir,TRANSAMINASES INCREASED,203
remdesivir,MATERNAL EXPOSURE DURING PREGNANCY,196
remdesivir,PRODUCT USE IN UNAPPROVED INDICATION,186
remdesivir,PYREXIA,173
remdesivir,ACUTE RESPIRATORY FAILURE,167
remdesivir,RENAL FAILURE,166
remdesivir,ACUTE RESPIRATORY DISTRESS SYNDROME,165
remdesivir,SEPSIS,164
remdesivir,BRONCHOPULMONARY ASPERGILLOSIS,155
remdesivir,DRUG INTERACTION,154
remdesivir,INFUSION SITE EXTRAVASATION,143
remdesivir,FOETAL EXPOSURE DURING PREGNANCY,137
remdesivir,INFUSION RELATED REACTION,135
remdesivir,GENERAL PHYSICAL HEALTH DETERIORATION,133
remdesivir,NO ADVERSE EVENT,131
remdesivir,EXPOSURE DURING PREGNANCY,123
remdesivir,GLOMERULAR FILTRATION RATE DECREASED,122
remdesivir,SINUS BRADYCARDIA,122
remdesivir,ATRIAL FIBRILLATION,120
remdesivir,PULMONARY EMBOLISM,117
remdesivir,THERAPY INTERRUPTED,116
remdesivir,PRODUCT USE ISSUE,112
remdesivir,PNEUMOTHORAX,111
remdesivir,PNEUMONIA BACTERIAL,110
remdesivir,THROMBOCYTOPENIA,107
remdesivir,NAUSEA,106
remdesivir,PREMATURE DELIVERY,106
remdesivir,INTENTIONAL PRODUCT USE ISSUE,105
remdesivir,PREMATURE BABY,102
remdesivir,SHOCK,100
remdesivir,INTERNATIONAL NORMALISED RATIO INCREASED,95
remdesivir,TACHYCARDIA,92
remdesivir,CARDIO-RESPIRATORY ARREST,91
remdesivir,DISEASE PROGRESSION,91
remdesivir,HEPATIC FUNCTION ABNORMAL,91
remdesivir,RASH,91
remdesivir,HEART RATE DECREASED,88
remdesivir,ELECTROCARDIOGRAM QT PROLONGED,87
remdesivir,BLOOD ALKALINE PHOSPHATASE INCREASED,80
remdesivir,PRODUCT PREPARATION ERROR,80
remdesivir,RESPIRATORY DISTRESS,79
remdesivir,SARS-COV-2 TEST POSITIVE,79
remdesivir,VOMITING,79
remdesivir,COUGH,78
remdesivir,BLOOD BILIRUBIN INCREASED,76
remdesivir,PULSELESS ELECTRICAL ACTIVITY,76
remdesivir,HYPERTENSION,70
remdesivir,MUCORMYCOSIS,69
remdesivir,LEUKOPENIA,68
remdesivir,THERAPY NON-RESPONDER,68
remdesivir,DIARRHOEA,67
remdesivir,CHILLS,66
remdesivir,RESPIRATORY DISORDER,66
remdesivir,GASTROINTESTINAL HAEMORRHAGE,65
remdesivir,HYPERTRANSAMINASAEMIA,65
remdesivir,ASTHENIA,64
remdesivir,DISSEMINATED INTRAVASCULAR COAGULATION,64
remdesivir,HYPERGLYCAEMIA,64
remdesivir,METABOLIC ACIDOSIS,62
remdesivir,PNEUMONIA ASPIRATION,62
remdesivir,BLOOD UREA INCREASED,61
remdesivir,DRUG-INDUCED LIVER INJURY,61
remdesivir,HAEMODIALYSIS,61
remdesivir,DEEP VEIN THROMBOSIS,60
remdesivir,PAIN,60
remdesivir,ASPERGILLUS INFECTION,59
remdesivir,HYPERKALAEMIA,59
remdesivir,LIVER INJURY,59
remdesivir,SHOCK HAEMORRHAGIC,59
remdesivir,ANAEMIA,58
remdesivir,BLOOD PRESSURE DECREASED,58
remdesivir,PNEUMOMEDIASTINUM,58
remdesivir,STAPHYLOCOCCAL INFECTION,58
remdesivir,ACUTE MYOCARDIAL INFARCTION,57
remdesivir,HAEMOGLOBIN DECREASED,57
enoxaparin,OFF LABEL USE,3862
enoxaparin,DYSPNOEA,3522
